"","FIXED.ASSETS","CURRENT.ASSETS","TREASURY","UNCOMMITTED.FUNDS","PAID.UP.CAPITAL","SHORT.TERM.DEBT","SALES","LABOR.COSTS","DEPRECIATION","OPERATING.PROFIT","FINANCIAL.OUTCOME","GROSS.PROFIT","NET.PROFIT"
"652",104895,168521,638,140102,10000,133253,457911,36279,8164,25383,-3768,22102,15129
"653",104968,39986,7502,46306,10000,55192,188415,67864,25428,9650,-12223,2034,2034
"654",105104,258522,57458,201800,61500,140100,526880,139791,15490,49162,-3678,34169,23956
"655",107601,346112,5123,117426,10000,256758,742052,144234,32601,51862,-18761,33101,29215
"656",107660,269983,49796,283426,50000,94218,458218,41230,5010,45156,-409,44746,31810
"657",107924,228578,46295,94375,49730,131454,1258288,61523,6947,19517,-15067,7234,7234
"658",108044,111960,9731,139887,14800,50507,307281,101219,23580,23703,-6383,15478,11992
"659",108164,59215,3151,-1640,12000,153159,117184,60400,10368,6407,-1897,4500,2925
"660",109215,51468,1432,148144,16000,4740,17031,15819,3467,-4475,42,402,390
"661",111015,257191,22142,144844,28000,223362,1044544,79017,4174,16989,-8291,8698,5697
"662",111243,70374,2644,18578,10000,140587,470861,39624,7261,16850,-14035,2814,2486
"663",111952,15840,3720,84065,72310,9724,89551,10905,8392,19406,-4005,15565,13457
"664",112224,90578,21178,52549,28000,23628,287793,105047,20489,27048,-9947,17028,13065
"665",112542,51004,8245,112718,10000,48658,1023576,80386,10133,31154,603,33340,21671
"666",113203,58920,22408,60410,500,37861,654635,171904,26781,23712,-9077,15630,15630
"667",113226,214390,48323,192646,56800,110368,1463965,99784,18286,39814,-12108,29594,20246
"668",113522,63543,23672,25335,15000,56097,317992,85442,19198,98282,-117116,-52326,-47149
"669",113594,607878,4280,151745,190000,558892,1244897,232428,20672,-25628,-18298,-41317,-41317
"670",113667,366153,44,201110,57300,239735,1703267,28376,14471,70394,-19134,51358,34265
"671",115249,27882,12916,71733,15000,27509,434904,74947,27685,30562,-15052,9836,8192
"672",115257,157625,10861,187485,130000,50397,556820,79133,25003,15131,-3541,25714,25714
"673",115324,78574,7021,-56111,10000,253715,215123,30298,4934,51232,-746,-3151,-3151
"674",116328,69423,4042,132041,11200,53246,506085,45749,0,-2361,3590,965,745
"675",117173,39555,7082,39799,40000,79899,809507,49434,0,27025,-18014,9010,5857
"676",119574,1279006,65760,198987,10000,1158280,4236793,50755,5794,117418,11313,129989,84493
"677",121202,181935,7113,22872,25000,163431,638999,77871,20722,33167,-15971,19732,19732
"678",121604,812986,36860,501723,125000,396291,1490007,477447,11636,172418,12701,185427,120726
"679",122046,119538,4497,152308,54000,89277,432447,129752,14352,42334,-10842,31652,21221
"680",122464,57927,2073,18988,15000,64498,239435,64925,10344,76016,-84636,-29868,-29295
"681",123210,9985,-13006,44288,15000,88907,47560,19241,19029,-23305,-5434,0,-14477
"682",123359,335504,1911,142360,75000,316503,449758,72810,26037,17574,-12974,4600,3518
"683",123934,613778,89633,578547,60000,159165,578491,95305,12673,86803,20271,107138,75410
"684",124103,45025,-8,45615,20000,34286,164810,26521,18734,14310,-12669,3386,2850
"685",125158,178945,8709,131317,21000,172787,699257,67042,4373,11849,-6931,4206,3027
"686",125502,175632,28848,107252,15000,164562,594560,229390,22344,18180,-17244,1781,1157
"687",126702,361707,9566,82175,20000,401038,674277,220433,14377,47282,-24612,23221,15468
"688",127599,21146,230,56325,15000,49229,141360,45428,8110,23202,-9487,13715,10127
"689",127996,289153,20636,241270,10010,176687,780257,204909,27578,132069,-88813,42841,29471
"690",128548,382384,93353,329427,75000,181129,81030,3989,2713,48806,12790,61596,40463
"691",129138,264124,518,59037,20000,242950,293799,83278,9044,-19755,-12753,12889,8170
"692",129207,87499,26878,130363,24000,86343,581679,207340,77762,24238,-2780,20714,15276
"693",129230,114431,13006,58867,4000,148317,432567,43590,13667,48756,-10923,42017,29753
"694",131428,488117,-2714,121543,23000,457227,4033911,53800,10933,77759,-60233,21722,21722
"695",132235,98635,1037,119801,1000,91190,200361,88683,12183,30660,3969,40781,27688
"696",133188,214067,1272,144447,100000,179277,331584,194685,8708,19275,-18156,12114,8514
"697",136054,49994,137,78359,32400,72122,389910,55240,68668,18363,-6866,13673,9746
"698",138028,127188,17574,157502,18300,84193,403962,117727,30366,1068,-1366,2111,1372
"699",145776,54846,19510,143048,20000,15414,124027,54353,7461,8067,-5159,4909,3153
"700",146495,83855,3152,100218,98520,95178,630973,86507,9057,5722,-5224,1252,827
"701",146919,121314,156012,60587,15000,133402,345407,68706,15199,36403,-10226,28247,18360
"702",147854,11983,602,59198,27000,34814,112486,38453,6062,1616,-7552,-5936,-3858
"703",149257,26398,2253,64844,105700,39682,185437,55920,16182,5296,-9969,-4673,-4673
"704",150895,108345,2275,110813,79400,95317,419468,115059,23543,39595,-19981,13619,9693
"705",152187,473310,82220,208294,190000,417203,420786,91360,22919,17166,-6651,10515,8123
"706",152865,581765,202415,663831,10000,63850,228380,44513,16578,50007,23071,74245,53712
"707",153817,387558,89675,364190,57400,177144,968454,96634,23499,188678,2588,196338,129582
"708",153834,55707,47887,183127,10000,26414,217456,52378,7358,27527,7508,35022,23569
"709",155025,601589,2049,309705,100000,284695,481864,89276,1754,51868,-30007,22511,14641
"710",155820,35655,2893,112952,11500,11941,171721,80098,8461,19428,-6220,12581,8301
"711",156375,239593,861,49877,50000,287773,649651,90072,8559,9384,-17530,-4129,-2845
"712",161213,293749,164560,496730,300000,90732,406335,35957,75214,74708,4888,79589,54275
"713",164919,600166,25138,73733,12800,551816,775557,115186,18907,21028,-13808,5045,4339
"714",167135,100950,12130,-137794,40000,16131,145037,16642,51342,-66205,-5060,-46120,-46120
"715",168538,390182,31460,449712,510000,109008,1415708,171407,86277,98703,-5164,91268,91268
"716",168587,372244,98879,354790,108350,85207,328721,10037,1535,129644,-3806,113345,75386
"717",169733,121286,38201,140817,15000,83760,844306,61783,11303,22015,-3555,18459,14427
"718",171332,4539074,416760,2444371,20000,2266035,15382214,751130,33853,631320,-52343,584640,385101
"719",175048,352949,84032,196011,25000,279969,851472,132463,26835,63716,-23018,41413,31424
"720",177368,90317,42559,175606,133050,92079,112765,21815,2565,12711,1889,20127,13002
"721",177371,210734,72805,224353,12000,163752,606442,79383,3188,-12229,32881,20652,16313
"722",177394,331417,354,115281,25000,277592,487102,100184,6058,312,1121,19355,12704
"723",181388,1064956,6531,127126,75000,1101067,1042736,269172,19849,77458,-61110,18714,12601
"724",181418,750780,1889,216125,90000,716073,1569768,88346,9068,45077,-45994,310,224
"725",181466,170293,22425,87990,10000,195677,606335,391580,24708,51968,-26908,25060,16898
"726",182329,716601,546,124272,85020,643624,1634916,208107,29965,-1817,-57318,-53677,-34890
"727",186159,93507,19466,64888,10000,51104,244054,35705,14434,6864,-3120,6025,1381
"728",188927,900922,8208,337919,145000,520015,906841,244750,6251,50127,-51706,5568,4052
"729",191030,116069,7442,129084,83000,84098,389309,75577,33254,26087,-18734,7557,4168
"730",192945,261920,-24455,87860,44920,144951,322311,7863,1251,15044,-6722,9698,5387
"731",195629,637117,83870,456101,80000,374820,2849751,260175,15097,43367,6002,60447,39574
"732",198277,175150,33593,252546,40000,84261,537844,78476,94841,40637,-22219,61498,52325
"733",198656,769287,139859,576172,128000,333331,860027,179128,21953,68095,18391,87030,57844
"734",199331,506201,37868,274060,40000,401971,4969838,75391,40848,53069,-17695,35504,27427
"735",200498,60678,3446,24844,10000,58379,282497,88810,9055,40097,-32608,6759,4898
"736",204553,235309,3503,162049,18290,253391,427609,175116,31573,35159,-17402,14754,10067
"737",204639,1008876,2136,497917,85950,618416,2743389,91679,6261,-37652,-28705,21791,14701
"738",215059,143659,7298,54296,70400,181525,363910,145190,15748,43905,-16470,99971,64981
"739",216188,445614,100427,442298,36650,219504,2130423,197057,8717,14839,15604,31527,20492
"740",219734,348620,10734,357770,60000,208127,677497,278161,43821,94731,-7625,87729,66088
"741",222801,74737,62744,290114,61776,7424,37452,27788,0,4724,20350,27541,23776
"742",223141,1092236,168319,351352,10000,964025,2174636,225368,32995,232242,10095,242337,99572
"743",224106,22967,18643,222755,189000,8802,61225,6791,41942,4131,-575,5891,3883
"744",228787,538450,28214,96526,10000,634435,2271177,226205,19880,15286,-20389,8761,6577
"745",231454,203142,5773,409122,50000,22554,121389,0,6823,23267,-4169,-5741,-5741
"746",233057,143627,1786,261161,120000,115523,331569,42587,28751,31702,-9759,21966,14278
"747",233473,216721,36963,343064,10000,107130,1206118,31665,16371,176879,-5857,171367,116369
"748",234120,229466,5545,98233,12500,269241,488700,132087,23811,39805,-22561,14518,11213
"749",236314,519857,3139,357022,15000,399262,1797318,95029,16814,32296,12916,34669,20861
"750",240168,53711,12841,61151,500,152689,671265,33526,15025,31106,-18623,12470,6975
"751",244293,6240,1614,245965,30000,4567,0,0,227,-1185,96,-1086,-1086
"752",245049,4407578,204217,1588809,224000,3063818,3317081,898092,18614,110441,72507,182949,119482
"753",246686,46356,1238,208129,3100,13550,23562,19496,6478,-19533,2049,-13546,-13546
"754",247781,82891,7920,40250,12500,44069,184884,78016,11540,29682,-29912,-230,-230
"755",248051,447373,32769,145638,20000,510336,825910,123387,19735,79467,-31677,31967,20215
"756",248339,2107796,182249,713101,25320,1582260,5732893,212561,37486,149761,-116656,34053,25694
"757",248776,55906,-30919,-97007,49000,264474,617284,131582,2750,-67414,2905,-64995,-66191
"758",249840,1020384,123346,691851,525784,565123,1607361,1048056,25666,-25484,47349,10986,7832
"759",250108,706920,28908,276535,30000,641749,293158,166475,21402,130159,8640,139484,97410
"760",250275,1021852,23712,181567,90000,1075859,2335678,173899,15180,194674,-108965,61756,56770
"761",250275,1021852,23712,181567,90000,1075859,2335678,173899,15180,194674,-108965,61756,56770
"762",250982,122026,13592,55224,70000,169606,629604,51459,13069,27476,-20760,28330,18414
"763",253034,322760,2669,261478,130690,261186,1150159,79351,30450,47572,-21489,35873,29641
"764",256826,946750,111613,600237,292500,528694,3637876,181020,2498,78630,-54962,-27029,-19400
"765",256965,251111,748,92741,20000,410901,196104,50511,6722,9641,-8133,1508,1011
"766",257817,66281,22663,150809,25000,96207,46976,22389,5969,11676,1217,82749,79323
"767",259223,367762,105688,396304,11210,211191,1374454,136791,16318,94411,4445,101333,69657
"768",261961,1395420,183418,630475,162000,981314,3050326,760807,53895,124122,-78943,53048,38506
"769",267306,352066,6913,13996,26500,123084,724751,86835,11897,-95659,-39656,-13302,-13302
"770",271085,181671,56558,155331,50000,135504,679008,140075,17524,31570,-20962,10607,7146
"771",276900,9006,900,7184,48000,58083,270542,74961,11689,43582,-27801,15780,11388
"772",281062,337190,7923,301506,74500,193195,978425,652380,67266,-5257,-11407,-26170,-15477
"773",281541,76487,25572,306274,15000,51753,496381,148160,35345,126312,-11,126239,85003
"774",282347,1605837,42107,518117,145000,1205941,677857,126213,12331,70841,-12342,58345,38348
"775",283185,27481,-730,182409,26900,58906,306509,96093,26367,44588,-10337,34730,34730
"776",287613,1030017,97777,699560,540000,617727,5001441,225607,50244,223567,9683,224824,144871
"777",293377,758563,57968,343513,50000,673448,1777527,415627,60627,116583,-46496,71839,55394
"778",294888,555635,12229,145540,46000,704983,687910,63481,25930,-43078,13543,19079,16709
"779",309406,105388,46468,158873,33000,162358,91158,23327,5850,3577,-3504,123071,123071
"780",310092,571516,39180,368127,72000,359573,985449,146871,30258,30445,-17385,-3117,-4792
"781",311837,738278,73940,343839,10000,618873,1271693,96672,10412,175882,-13505,167319,113592
"782",311898,1692372,30160,450399,75000,1548145,6426185,316635,39319,402652,-143761,281283,215745
"783",312516,55154,49144,99273,180000,268098,403919,62842,19589,-2226,-37128,-40580,-40580
"784",313958,237384,30093,312366,10000,60612,387079,114814,72221,57299,-17208,56278,47220
"785",318758,221904,-38776,21452,28000,369156,566809,136136,26335,4992,-47779,4182,2839
"786",319871,125087,15048,88239,24500,149011,783668,299365,64366,46622,-36149,10504,6862
"787",343584,42550,20445,244340,149000,51048,282959,23328,9318,87907,-15492,72414,47304
"788",346475,7822,298,96530,50000,52980,365653,112388,25855,92661,-35975,56214,37818
"789",347882,670707,1598,483390,82000,451525,1712797,144114,19983,58149,-10334,72815,47155
"790",360300,122453,38,45327,52000,51852,1011180,14991,4588,5905,-10351,-580,-580
"791",364695,66250,16368,80040,120000,122813,102186,14393,6396,34626,-33322,12153,12153
"792",384961,689010,18358,467684,225000,580304,2630940,79569,21698,128675,-9124,90468,59613
"793",389630,2311812,326573,977718,300000,1706670,6502885,165418,43204,323623,-11710,299793,212456
"794",392448,453164,129328,602413,78600,206745,658733,127925,90849,184394,-249,182341,127280
"795",415928,582986,26775,367776,655000,469917,2052085,219703,29924,-234691,-4737,0,-239666
"796",418067,361873,173240,564082,200000,96885,543952,123349,3808,209447,6792,216961,143009
"797",418692,514710,33271,152869,25000,605264,1861824,171833,31159,30049,38877,2564,2087
"798",420541,3881788,125173,664250,52516,3601182,6841432,765972,21789,235332,-200310,35022,35022
"799",431274,6385,1682,137468,170000,38901,138135,28123,14151,41076,-30723,10352,8684
"800",448274,1284039,48322,734180,284000,836229,2503513,401360,65850,238135,39408,187752,129704
"801",461513,117369,71646,303403,278023,100068,338949,115252,31843,65309,-40566,19205,10377
"802",471789,1749192,35446,649856,105000,1030290,1900027,212215,59788,83216,-33282,49247,34170
"803",472901,823835,3296,1240894,100000,55842,355809,114519,4467,-41163,33604,27406,17210
"804",480041,1388028,35652,829096,272320,483738,5359376,263110,46761,42683,-69248,254959,250284
"805",495540,937846,55803,584555,155000,681430,2139970,757516,168928,228348,-56677,175412,115855
"806",496875,589319,93166,342002,240000,635221,2901907,414045,58822,48779,-34323,18137,14773
"807",527424,153538,63762,561806,126000,50118,213753,18440,18176,63004,-2416,65272,46488
"808",538817,62134,20050,531708,500000,69761,246591,61300,38683,11073,-5359,5714,3714
"809",567009,793361,222941,967259,150000,372779,2715834,37498,18729,131520,28777,169351,113918
"810",637551,139663,124173,132468,94000,554239,349516,31858,135941,27771,-52302,2470,1605
"811",638494,1335833,497490,1220314,340000,721298,2452911,454464,61106,744375,108058,856268,561311
"812",693382,532057,52421,-460175,50000,1390330,294391,267725,4377,1796,-514,2121,2121
"813",717347,1603477,1675,697201,400000,1285092,3484626,296944,69994,222104,-76394,137108,140758
"814",738553,363647,5384,535548,150000,557403,200677,79031,19825,1599,-7368,1170,883
"815",758872,968509,212348,1061788,680400,664008,2251217,1372449,35006,141038,33270,174919,118182
"816",792219,222106,151547,642349,60000,157050,716395,211631,51775,153038,-17790,128472,83693
"817",801540,217195,68640,217320,150000,98071,987200,139548,4258,46563,1123,48186,31328
"818",802561,221996,22736,313308,11410,154720,543126,117059,9916,12039,-7225,4814,3712
"819",828861,163531,5993,284235,264000,121293,467437,77419,55864,130981,-53602,65842,33488
"820",929949,240732,7764,319252,75000,130280,389181,67675,76502,75346,-89906,61434,39810
"821",937799,751703,639,687760,500010,562120,2104339,505078,109414,272885,-82687,202053,202053
"822",944712,3849479,424501,1671229,250000,3057183,6677418,773365,64264,862586,-47012,743965,433780
"823",1056192,2060604,295406,2385687,400000,666197,7826119,638451,140903,327230,16064,368634,239068
"824",1171886,1158396,3209,357841,930000,910463,1678055,212369,68767,-251798,-59835,-301172,-301172
"825",1179865,1563965,229523,1208083,400000,1409861,3046552,305080,215771,470413,-81434,388979,268796
"826",1192654,398222,15538,201026,150000,669225,1092903,196189,56534,214187,-117350,91528,59493
"827",1273843,219508,167530,408576,55000,280751,685837,216323,108252,61533,-85028,9825,9825
"828",1350875,774006,62632,1616323,60487,489841,2499461,657603,141529,209172,-10828,184402,116138
"829",1518834,2143592,73190,1192320,500000,1992183,1101805,244377,53359,215760,-50907,163964,109971
"830",1761903,3720758,83892,2549395,240000,2404310,9115585,775829,199391,878802,-357071,643512,474666
"831",1956477,213371,45191,1250554,112000,304181,1685663,810960,115725,330227,11820,337251,221033
"832",2229028,2823558,3190,3172220,1100000,1803136,13230758,1213615,302198,574246,-225585,322184,189148
"833",2618281,3056551,10497,2145857,178200,2809802,7340888,840208,265963,666685,-273549,402390,272972
"834",4994098,1070705,33645,3939325,1078677,1627156,8135185,387482,378927,1207056,21537,1267541,873843
